date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:58:41	82647/82647	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Dec%202017%2008:58:41%20GMT	https://arsredovisning.helsingborg.se/forvaltningsberattelse/organisation-och-styrning/attraktiv-arbetsgivare/ansvarstagande-medarbetare/	C:/Mina%20webbsidor/arsred2016ny/arsredovisning.helsingborg.se/forvaltningsberattelse/organisation-och-styrning/attraktiv-arbetsgivare/ansvarstagande-medarbetare/index.html	(from https://arsredovisning.helsingborg.se/forvaltningsberattelse/organisation-och-styrning/attraktiv-arbetsgivare/)
09:58:42	82603/82603	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Dec%202017%2008:58:41%20GMT	https://arsredovisning.helsingborg.se/forvaltningsberattelse/organisation-och-styrning/attraktiv-arbetsgivare/motivera-och-inspirera/	C:/Mina%20webbsidor/arsred2016ny/arsredovisning.helsingborg.se/forvaltningsberattelse/organisation-och-styrning/attraktiv-arbetsgivare/motivera-och-inspirera/index.html	(from https://arsredovisning.helsingborg.se/forvaltningsberattelse/organisation-och-styrning/attraktiv-arbetsgivare/)
09:58:43	81582/81582	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Dec%202017%2008:58:42%20GMT	https://arsredovisning.helsingborg.se/forvaltningsberattelse/organisation-och-styrning/attraktiv-arbetsgivare/forbattra-arbetsklimat/	C:/Mina%20webbsidor/arsred2016ny/arsredovisning.helsingborg.se/forvaltningsberattelse/organisation-och-styrning/attraktiv-arbetsgivare/forbattra-arbetsklimat/index.html	(from https://arsredovisning.helsingborg.se/forvaltningsberattelse/organisation-och-styrning/attraktiv-arbetsgivare/)
09:58:44	63501/63501	---M--	200	added ('OK')	image/png	etag:%22f80d-54a0fdcd59372%22	https://arsredovisning.helsingborg.se/wp-content/uploads/sites/18/2017/03/video3-1140x641.png	C:/Mina%20webbsidor/arsred2016ny/arsredovisning.helsingborg.se/wp-content/uploads/sites/18/2017/03/video3-1140x641.png	(from https://arsredovisning.helsingborg.se/forvaltningsberattelse/organisation-och-styrning/attraktiv-arbetsgivare/)
09:58:45	84594/84594	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Dec%202017%2008:58:44%20GMT	https://arsredovisning.helsingborg.se/forvaltningsberattelse/ekonomi/koncernens-ekonomi/ekonomiska-engagemang-inom-kommunkoncernen/	C:/Mina%20webbsidor/arsred2016ny/arsredovisning.helsingborg.se/forvaltningsberattelse/ekonomi/koncernens-ekonomi/ekonomiska-engagemang-inom-kommunkoncernen/index.html	(from https://arsredovisning.helsingborg.se/forvaltningsberattelse/ekonomi/koncernens-ekonomi/)
09:58:46	96496/96496	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Dec%202017%2008:58:45%20GMT	https://arsredovisning.helsingborg.se/forvaltningsberattelse/ekonomi/stadens-ekonomi/namndernas-resultat/	C:/Mina%20webbsidor/arsred2016ny/arsredovisning.helsingborg.se/forvaltningsberattelse/ekonomi/stadens-ekonomi/namndernas-resultat/index.html	(from https://arsredovisning.helsingborg.se/forvaltningsberattelse/ekonomi/stadens-ekonomi/)
09:58:49	220994/220994	---M--	200	added ('OK')	image/jpeg	etag:%2235f42-54a61602c1f16%22	https://arsredovisning.helsingborg.se/wp-content/uploads/sites/18/2016/01/livskvalitet_slf038491.jpg	C:/Mina%20webbsidor/arsred2016ny/arsredovisning.helsingborg.se/wp-content/uploads/sites/18/2016/01/livskvalitet_slf038491.jpg	(from https://arsredovisning.helsingborg.se/forvaltningsberattelse/invanarperspektiv/miljo/)
09:58:49	105303/105303	---M--	200	added ('OK')	image/jpeg	etag:%2219b57-54a9dda7c8857%22	https://arsredovisning.helsingborg.se/wp-content/uploads/sites/18/2016/01/gaby.jpg	C:/Mina%20webbsidor/arsred2016ny/arsredovisning.helsingborg.se/wp-content/uploads/sites/18/2016/01/gaby.jpg	(from https://arsredovisning.helsingborg.se/forvaltningsberattelse/invanarperspektiv/future/)
09:58:50	84837/84837	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Dec%202017%2008:58:49%20GMT	https://arsredovisning.helsingborg.se/forvaltningsberattelse/invanarperspektiv/future/framtidsinvesteringar-stadsutveckling/	C:/Mina%20webbsidor/arsred2016ny/arsredovisning.helsingborg.se/forvaltningsberattelse/invanarperspektiv/future/framtidsinvesteringar-stadsutveckling/index.html	(from https://arsredovisning.helsingborg.se/forvaltningsberattelse/invanarperspektiv/future/)
09:58:56	421887/421887	---M--	200	added ('OK')	application/pdf	etag:%2266fff-54d0744850fbf%22	https://arsredovisning.helsingborg.se/wp-content/uploads/sites/18/2017/04/revisionsberattelser-2016.pdf	C:/Mina%20webbsidor/arsred2016ny/arsredovisning.helsingborg.se/wp-content/uploads/sites/18/2017/04/revisionsberattelser-2016.pdf	(from https://arsredovisning.helsingborg.se/ekonomisk-redovisning/staden/revisionsberattelse/)
